index,name,type,details,parent_id,parent_name,r_type,default,necessary
190,pad,"Number, default: 0",The value with which to pad the array.,58,ee.Array.pad,Number,0,0
191,array,Array,Array to project.,59,ee.Array.project,Array,,1
192,axes,List,"The axes to project onto. Other axes will be discarded, and must be at most length 1.",59,ee.Array.project,List,,1
193,array,Array,Array to repeat.,60,ee.Array.repeat,Array,,1
194,axis,"Integer, default: 0",The axis along which to repeat the array.,60,ee.Array.repeat,Integer,0,0
195,copies,"Integer, default: 2",The number of copies of this array to concatenate along the given axis.,60,ee.Array.repeat,Integer,2,0
196,array,Array,Array to reshape.,61,ee.Array.reshape,Array,,1
197,shape,Array,"New shape to which arrays are converted. If one component of the shape is the special value -1, the size of that dimension is computed so that the total size remains constant. In particular, a shape of [-1] flattens into 1-D. At most one component of shape can be -1.",61,ee.Array.reshape,Array,,1
198,array,Array,Array to transpose.,62,ee.Array.transpose,Array,,1
199,axis1,"Integer, default: 0",First axis to swap.,62,ee.Array.transpose,Integer,0,0
200,axis2,"Integer, default: 1",Second axis to swap.,62,ee.Array.transpose,Integer,1,0
201,url,String,The Blob's Google Cloud Storage URL.,63,ee.Blob,String,,1
202,blob,Blob,,64,ee.Blob.string,Blob,,1
203,encoding,"String, default: null",,64,ee.Blob.string,String,,0
204,blob,Blob,,65,ee.Blob.url,Blob,,1
205,func,Function|String,The function to call. Either an ee.Function object or the name of an API function.,66,ee.call,Function,,3
206,func,Function|String,The function to call. Either an ee.Function object or the name of an API function.,66,ee.call,String,,3
207,var_args,VarArgs,Positional arguments to pass to the function.,66,ee.call,VarArgs,,1
208,categoricalNames,"List, default: null",A list of the names of the categorical inputs.  Any inputs not listed in this argument are considered to be continuous.,67,ee.Classifier.amnhMaxent,List,,0
209,outputFormat,"String, default: ""cloglog""",Representation of probabilities in output.,67,ee.Classifier.amnhMaxent,String,"""cloglog""",0
210,autoFeature,"Boolean, default: true","Automatically select which feature classes to use, based on number of training samples.",67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
211,linear,"Boolean, default: true",Allow linear features to be used. Ignored when autofeature is true.,67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
212,quadratic,"Boolean, default: true",Allow quadratic features to be used. Ignored when autofeature is true.,67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
213,product,"Boolean, default: true",Allow product features to be used. Ignored when autofeature is true.,67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
214,threshold,"Boolean, default: false",Allow threshold features to be used. Ignored when autofeature is true.,67,ee.Classifier.amnhMaxent,Boolean,FALSE,0
215,hinge,"Boolean, default: true",Allow hinge features to be used. Ignored when autofeature is true.,67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
216,hingeThreshold,"Integer, default: 15",Number of samples at which hinge features start being used.  Ignored when autofeature is false.,67,ee.Classifier.amnhMaxent,Integer,15,0
217,l2lqThreshold,"Integer, default: 10",Number of samples at which quadratic features start being used.  Ignored when autofeature is false.,67,ee.Classifier.amnhMaxent,Integer,10,0
218,lq2lqptThreshold,"Integer, default: 80",Number of samples at which product and threshold features start being used.  Ignored when autofeature is false.,67,ee.Classifier.amnhMaxent,Integer,80,0
219,addSamplesToBackground,"Boolean, default: true",Add to the background any sample for which has a combination of environmental values that isn't already present in the background.,67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
220,addAllSamplesToBackground,"Boolean, default: false","Add all samples to the background, even if they have combinations of environmental values that are already present in the background.",67,ee.Classifier.amnhMaxent,Boolean,FALSE,0
221,betaMultiplier,"Float, default: 1",Regularization multiplier. Multiply all automatic regularization parameters by this number. A higher number gives a more spread-out distribution.,67,ee.Classifier.amnhMaxent,Float,1,0
222,betaHinge,"Float, default: -1",Regularization parameter to be applied to all hinge features; negative value enables automatic setting.,67,ee.Classifier.amnhMaxent,Float,-1,0
223,betaLqp,"Float, default: -1","Regularization parameter to be applied to all linear, quadratic and product features; negative value enables automatic setting.",67,ee.Classifier.amnhMaxent,Float,-1,0
224,betaCategorical,"Float, default: -1",Regularization parameter to be applied to all categorical features; negative value enables automatic setting.,67,ee.Classifier.amnhMaxent,Float,-1,0
225,betaThreshold,"Float, default: -1",Regularization parameter to be applied to all threshold features; negative value enables automatic setting.,67,ee.Classifier.amnhMaxent,Float,-1,0
226,extrapolate,"Boolean, default: true",Extrapolate. Predict to regions of environmental space outside the limits encountered during training.,67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
227,doClamp,"Boolean, default: true",Apply clamping to output.,67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
228,writeClampGrid,"Boolean, default: true","Adds a band to the output ('clamp') showing the spatial distribution of clamping. At each point, the value is the absolute difference between prediction values with and without clamping.",67,ee.Classifier.amnhMaxent,Boolean,TRUE,0
229,randomTestPoints,"Integer, default: 0","Random test percentage.  The percentage of training points to hold aside as test points, used to compute AUX, omission, etc.",67,ee.Classifier.amnhMaxent,Integer,0,0
230,seed,"Long, default: 0",A seed used when generating random numbers.,67,ee.Classifier.amnhMaxent,Long,0,0
231,classifier,Classifier,The classifier to use.,68,ee.Classifier.confusionMatrix,Classifier,,1
232,treeString,String,"The decision tree, specified in the text format generated by R and other similar tools.",69,ee.Classifier.decisionTree,String,,1
233,treeStrings,List,"The decision trees, specified in the text format generated by R and other similar tools. Each item in the list should contain one or more trees in text format.",70,ee.Classifier.decisionTreeEnsemble,List,,1
234,classifier,Classifier,The classifier to describe.,71,ee.Classifier.explain,Classifier,,1
235,decisionProcedure,"String, default: ""Voting""",The decision procedure to use for classification. Either 'Voting' or 'Margin'. Not used for regression.,72,ee.Classifier.libsvm,String,"""Voting""",0
236,svmType,"String, default: ""C_SVC""","The SVM type. One of `C_SVC`, `NU_SVC`, `ONE_CLASS`, `EPSILON_SVR` or `NU_SVR`.",72,ee.Classifier.libsvm,String,"""C_SVC""",0
237,kernelType,"String, default: ""LINEAR""","The kernel type. One of LINEAR (u′×v), POLY ((γ×u′×v + coef₀)ᵈᵉᵍʳᵉ�?, RBF (exp(-γ×|u-v|²)) or SIGMOID (tanh(γ×u′×v + coef₀)).",72,ee.Classifier.libsvm,String,"""LINEAR""",0
238,shrinking,"Boolean, default: true",Whether to use shrinking heuristics.,72,ee.Classifier.libsvm,Boolean,TRUE,0
239,degree,"Integer, default: null",The degree of polynomial. Valid for POLY kernels.,72,ee.Classifier.libsvm,Integer,,0
240,gamma,"Float, default: null","The gamma value in the kernel function. Defaults to the reciprocal of the number of features. Valid for POLY, RBF and SIGMOID kernels.",72,ee.Classifier.libsvm,Float,,0
241,coef0,"Float, default: null",The coef₀ value in the kernel function. Defaults to 0. Valid for POLY and SIGMOID kernels.,72,ee.Classifier.libsvm,Float,,0
242,cost,"Float, default: null","The cost (C) parameter. Defaults to 1. Only valid for C-SVC, epsilon-SVR, and nu-SVR.",72,ee.Classifier.libsvm,Float,,0
243,nu,"Float, default: null","The nu parameter. Defaults to 0.5. Only valid for nu-SVC, one-class SVM, and nu-SVR.",72,ee.Classifier.libsvm,Float,,0
244,terminationEpsilon,"Float, default: null",The termination criterion tolerance (e). Defaults to 0.001. Only valid for epsilon-SVR.,72,ee.Classifier.libsvm,Float,,0
245,lossEpsilon,"Float, default: null",The epsilon in the loss function (p). Defaults to 0.1. Only valid for epsilon-SVR.,72,ee.Classifier.libsvm,Float,,0
246,oneClass,"Integer, default: null",The class of the training data on which to train in a one-class SVM.  Defaults to 0. Only valid for one-class SVM.  Possible values are 0 and 1.  The classifier output is binary (0/1) and will match this class value for the data determined to be in the class.,72,ee.Classifier.libsvm,Integer,,0
247,metric,"String, default: ""euclidean""","The distance metric to use.  Options are:

  'euclidean' - euclidean distance from the unnormalized class mean.

  'cosine' - spectral angle from the unnormalized class mean.

  'mahalanobis' - Mahalanobis distance from the class mean.

  'manhattan' - Manhattan distance from the unnormalized class mean.",73,ee.Classifier.minimumDistance,String,"""euclidean""",0
248,kNearest,"Integer, default: 1","If greater than 1, the result will contain an array of the k nearest neighbors or distances, based on the output mode setting.  if kNearest is greater than the total number of classes, it will be set equal to the number of classes.",73,ee.Classifier.minimumDistance,Integer,1,0
249,classifier,Classifier,,74,ee.Classifier.mode,Classifier,,1
250,classifier,Classifier,,75,ee.Classifier.schema,Classifier,,1
251,classifier,Classifier,An input classifier.,76,ee.Classifier.setOutputMode,Classifier,,1
252,mode,String,"The output mode. One of:

  - CLASSIFICATION (default): The output is the class number.

  - REGRESSION: The output is the result of standard regression.

  - PROBABILITY: The output is the probability that the classification is correct.

  - MULTIPROBABILITY: The output is an array of probabilities that each class is correct ordered by classes seen.

  - RAW: The output is an array of the internal representation of the classification process.  For example, the raw votes in multi-decision tree models.

  - RAW_REGRESSION: The output is an array of the internal representation of the regression process. For example, the raw predictions of multiple regression trees.

Not all classifiers support modes other than CLASSIFICATION.",76,ee.Classifier.setOutputMode,String,,1
253,maxNodes,"Integer, default: null","The maximum number of leaf nodes in each tree. If unspecified, defaults to no limit.",77,ee.Classifier.smileCart,Integer,,0
254,minLeafPopulation,"Integer, default: 1",Only create nodes whose training set contains at least this many points.,77,ee.Classifier.smileCart,Integer,1,0
255,numberOfTrees,Integer,The number of decision trees to create.,78,ee.Classifier.smileGradientTreeBoost,Integer,,1
256,shrinkage,"Float, default: 0.005","The shrinkage parameter in (0, 1] controls the learning rate of procedure.",78,ee.Classifier.smileGradientTreeBoost,Float,0.005,0
257,samplingRate,"Float, default: 0.7",The sampling rate for stochastic tree boosting.,78,ee.Classifier.smileGradientTreeBoost,Float,0.7,0
258,maxNodes,"Integer, default: null","The maximum number of leaf nodes in each tree. If unspecified, defaults to no limit.",78,ee.Classifier.smileGradientTreeBoost,Integer,,0
259,loss,"String, default: ""LeastAbsoluteDeviation""","Loss function for regression. One of: LeastSquares, LeastAbsoluteDeviation, Huber.",78,ee.Classifier.smileGradientTreeBoost,String,"""LeastAbsoluteDeviation""",0
260,seed,"Integer, default: 0",The randomization seed.,78,ee.Classifier.smileGradientTreeBoost,Integer,0,0
261,lambda,"Float, default: 0.000001","A smoothing lambda. Used to avoid assigning zero probability to classes not seen during training, instead using lambda / (lambda * nFeatures).",79,ee.Classifier.smileNaiveBayes,Float,0.000001,0
262,numberOfTrees,Integer,The number of decision trees to create.,80,ee.Classifier.smileRandomForest,Integer,,1
263,variablesPerSplit,"Integer, default: null","The number of variables per split. If unspecified, uses the square root of the number of variables.",80,ee.Classifier.smileRandomForest,Integer,,0
264,minLeafPopulation,"Integer, default: 1",Only create nodes whose training set contains at least this many points.,80,ee.Classifier.smileRandomForest,Integer,1,0
265,bagFraction,"Float, default: 0.5",The fraction of input to bag per tree.,80,ee.Classifier.smileRandomForest,Float,0.5,0
